,Order_Number,Order_Date,Customer_Names,Channel,Product_Name,Order_Quantity,Unit_Price,Line_Total,Total_Unit_Cost,State_Code,County,State,Region,Latitude,Longitude,2017_Budgets
40418,SO - 0007172,2016-08-13,Safecor Corp,Wholesale,Product 1,6,194.3,1165.8000000000002,95.20700000000001,AZ,Maricopa County,Arizona,West,33.37032,-112.58378,
40419,SO - 0009275,2016-08-13,Jayo Company,Wholesale,Product 16,7,1098.8,7691.599999999999,560.388,CA,Los Angeles County,California,West,33.98307,-118.09674,
40420,SO - 0008975,2016-08-13,Muxo Group,Distributor,Product 26,5,268.0,1340.0,163.48,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,
40421,SO - 0001738,2016-08-13,Eire Corp,Wholesale,Product 1,9,1916.2,17245.8,1341.34,MA,Middlesex County,Massachusetts,Northeast,42.27926,-71.41617,
40422,SO - 0006220,2016-08-13,Eire Corp,Wholesale,Product 11,11,944.7,10391.7,765.2070000000001,MA,Plymouth County,Massachusetts,Northeast,41.89806,-70.62417,
40423,SO - 0007081,2016-08-13,Zoonder Group,Wholesale,Product 25,7,911.2,6378.400000000001,646.952,OH,Cuyahoga County,Ohio,Midwest,41.4995,-81.69541,
40424,SO - 0007688,2016-08-13,Walgreen Corp,Distributor,Product 2,9,1775.5,15979.5,1260.605,CA,San Bernardino County,California,West,34.50083,-117.18588,
40425,SO - 0010332,2016-08-13,WOCKHARDT Group,Wholesale,Product 16,12,804.0,9648.0,498.48,IL,Cook County,Illinois,Midwest,41.84559,-87.75394,
40426,SO - 0009972,2016-08-13,Accord Group,Wholesale,Product 28,8,2525.9,20207.2,2020.7200000000003,CA,Butte County,California,West,39.72849,-121.83748,
40427,SO - 000962,2016-08-13,Neutrogena Ltd,Wholesale,Product 4,9,837.5,7537.5,644.875,FL,Lee County,Florida,South,26.62535,-81.6248,
40428,SO - 0001906,2016-08-13,Rochester Group,Wholesale,Product 5,11,1293.1000000000001,14224.100000000002,1021.5490000000002,MI,Macomb County,Michigan,Midwest,42.6731,-83.03656,
40429,SO - 0006533,2016-08-13,Organon Corp,Distributor,Product 5,11,6378.400000000001,70162.40000000001,4783.8,IN,Marion County,Indiana,Midwest,39.77186,-86.26094,
40430,SO - 0006577,2016-08-13,True Ltd,Wholesale,Product 13,9,6478.900000000001,58310.100000000006,5183.120000000001,MI,Clinton County/Ingham County/Eaton County,Michigan,Midwest,42.71434,-84.55928,
40431,SO - 0007705,2016-08-13,SEINDNI Corp,Export,Product 22,9,221.1,1989.8999999999999,139.293,FL,Orange County,Florida,South,28.55778,-81.4534,
40432,SO - 0010662,2016-08-13,MEIJER Corp,Wholesale,Product 15,6,2921.2000000000003,17527.2,2307.7480000000005,TX,Harris County,Texas,South,29.69106,-95.2091,
40433,SO - 000593,2016-08-13,Lazzy Group,Wholesale,Product 4,8,5547.6,44380.8,4216.176,NY,Bronx County,New York,Northeast,40.83722,-73.88611,
40434,SO - 000741,2016-08-13,General Company,Wholesale,Product 23,9,864.3000000000001,7778.700000000001,691.44,MD,Montgomery County,Maryland,South,39.14344,-77.20137,
40435,SO - 0002739,2016-08-13,Trunyx Ltd,Distributor,Product 25,12,3356.7000000000003,40280.4,2316.123,IL,Cook County,Illinois,Midwest,42.06642,-87.93729,
40436,SO - 0005017,2016-08-13,WOONSOCKET Corp,Wholesale,Product 15,7,1728.6000000000001,12100.2,1400.1660000000002,NV,Clark County,Nevada,West,36.21108,-115.07306,
40437,SO - 0005075,2016-08-13,Viva Ltd,Wholesale,Product 23,10,1252.9,12529.0,989.7910000000002,CA,Los Angeles County,California,West,33.84918,-118.38841,
40438,SO - 0005092,2016-08-13,Tambee Company,Wholesale,Product 20,11,938.0,10318.0,684.74,CA,San Bernardino County,California,West,34.01223,-117.68894,
40439,SO - 0008741,2016-08-13,Fivebridge Ltd,Wholesale,Product 8,8,904.5,7236.0,750.735,CT,Fairfield County,Connecticut,Northeast,41.16704,-73.20483,
40440,SO - 0008144,2016-08-13,Flipstorm Group,Wholesale,Product 3,8,6157.3,49258.4,3509.6609999999996,NY,Richmond County/Queens County/Kings County/New York County/Bronx County,New York,Northeast,40.66347,-73.9387,
40441,SO - 0008908,2016-08-13,Snaptags Ltd,Wholesale,Product 14,7,214.4,1500.8,122.208,VA,Lynchburg city,Virginia,South,37.41375,-79.14225,
40442,SO - 000604,2016-08-13,BTA Corp,Export,Product 14,7,971.5,6800.5,534.325,FL,Miami-Dade County,Florida,South,25.75871,-80.39839,
40443,SO - 0003699,2016-08-13,Golden Corp,Distributor,Product 2,8,6331.5,50652.0,2975.805,NJ,Camden County,New Jersey,Northeast,39.90461,-74.997,
40444,SO - 0008077,2016-08-13,Lazzy Group,Wholesale,Product 13,11,227.8,2505.8,150.348,OH,Montgomery County,Ohio,Midwest,39.62657,-84.26395,
40445,SO - 0009583,2016-08-13,Chatterbri Ltd,Wholesale,Product 18,8,1159.1000000000001,9272.800000000001,776.5970000000001,AZ,Pima County,Arizona,West,32.22174,-110.92648,
40446,SO - 0009292,2016-08-13,Yodoo Ltd,Wholesale,Product 18,7,904.5,6331.5,524.61,OH,Clark County,Ohio,Midwest,39.92423,-83.80882,
40447,SO - 0009830,2016-08-13,Organon Corp,Wholesale,Product 26,7,187.6,1313.2,108.80799999999999,IN,Tippecanoe County,Indiana,Midwest,40.42871,-86.85277,
40448,SO - 0001918,2016-08-14,Centizu Company,Distributor,Product 13,9,3564.4,32079.600000000002,1817.844,CA,Orange County,California,West,33.74585,-117.82617,
40449,SO - 0004072,2016-08-14,Realbuzz Ltd,Wholesale,Product 26,8,1139.0,9112.0,569.5,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,
40450,SO - 0004764,2016-08-14,Topco Company,Export,Product 5,12,690.1,8281.2,282.941,TX,Harris County,Texas,South,29.69106,-95.2091,
40451,SO - 0006967,2016-08-14,Fivechat Company,Wholesale,Product 1,10,5393.5,53935.0,3667.5800000000004,VA,Fairfax County,Virginia,South,38.84039,-77.42888,
40452,SO - 0007623,2016-08-14,Fatz Group,Export,Product 13,7,4006.6,28046.2,3165.214,NC,Buncombe County,North Carolina,South,35.60095,-82.55402,
40453,SO - 0008382,2016-08-14,Gabvine Ltd,Distributor,Product 23,9,743.7,6693.3,312.354,AR,Pulaski County,Arkansas,South,34.76954,-92.26709,
40454,SO - 0009908,2016-08-14,Actavis Company,Wholesale,Product 19,11,5232.7,57559.7,2459.3689999999997,NC,Gaston County,North Carolina,South,35.26208,-81.1873,
40455,SO - 0001110,2016-08-14,Tambee Company,Wholesale,Product 30,11,917.9,10096.9,559.919,WA,Snohomish County,Washington,West,47.97898,-122.20208,
40456,SO - 0001295,2016-08-14,Topco Company,Wholesale,Product 2,12,2485.7000000000003,29828.4,1217.9930000000002,AR,Faulkner County,Arkansas,South,35.0887,-92.4421,
40457,SO - 0001699,2016-08-14,Pfizer Corp,Wholesale,Product 6,9,2465.6,22190.399999999998,1651.952,VA,Norfolk city,Virginia,South,36.84681,-76.28522,
40458,SO - 0003519,2016-08-14,Jaxbean Group,Wholesale,Product 5,8,1139.0,9112.0,728.96,CA,Los Angeles County,California,West,34.02862,-117.81034,
40459,SO - 0003699,2016-08-14,Golden Corp,Distributor,Product 2,8,6331.5,50652.0,2975.805,FL,Broward County,Florida,South,26.31841,-80.09977,
40460,SO - 0004296,2016-08-14,Skippad Ltd,Wholesale,Product 3,8,1956.4,15651.2,1408.608,ME,Cumberland County,Maine,Northeast,43.66147,-70.25533,
40461,SO - 0005208,2016-08-14,Johnson Ltd,Distributor,Product 2,8,1728.6000000000001,13828.800000000001,1417.452,OK,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,South,36.12795,-95.90232,
40462,SO - 0006461,2016-08-14,Janyx Group,Wholesale,Product 17,12,1118.9,13426.800000000001,447.56000000000006,CA,Orange County,California,West,33.83529,-117.9145,
40463,SO - 0006493,2016-08-14,Vimbo Company,Export,Product 22,9,1031.8,9286.199999999999,753.2139999999999,CA,Sacramento County,California,West,38.61713,-121.32828,
40464,SO - 0007323,2016-08-14,Realpoint Corp,Wholesale,Product 25,12,1762.1000000000001,21145.2,1497.785,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,
40465,SO - 0003365,2016-08-14,Z.H.T. Group,Distributor,Product 17,6,1031.8,6190.799999999999,856.3939999999999,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,
40466,SO - 0006634,2016-08-14,Eidel Corp,Wholesale,Product 3,5,2653.2000000000003,13266.000000000002,1698.0480000000002,IL,Will County,Illinois,Midwest,41.68366,-88.08834,
40467,SO - 0008741,2016-08-14,Fivebridge Ltd,Wholesale,Product 8,8,904.5,7236.0,750.735,IN,St. Joseph County,Indiana,Midwest,41.68338,-86.25001,
40468,SO - 0008287,2016-08-14,Lazzy Group,Wholesale,Product 5,7,2010.0,14070.0,1045.2,NY,Albany County,New York,Northeast,42.65258,-73.75623,
40469,SO - 000739,2016-08-14,Army Group,Distributor,Product 25,12,3939.6,47275.2,3269.868,IL,Will County,Illinois,Midwest,41.59381,-88.19968,
40470,SO - 0002060,2016-08-14,Gabvine Ltd,Wholesale,Product 26,11,1212.7,13339.7,715.4929999999999,FL,Orange County,Florida,South,28.53834,-81.37924,
40471,SO - 0002880,2016-08-14,sanofi-ave Group,Wholesale,Product 14,7,2231.1,15617.699999999999,1472.526,CA,Los Angeles County,California,West,34.02862,-117.81034,
40472,SO - 0004461,2016-08-14,Skyble Corp,Wholesale,Product 26,11,2438.8,26826.800000000003,1414.504,IL,Macon County,Illinois,Midwest,39.8463,-88.95822,
40473,SO - 0007292,2016-08-14,Cadila Ltd,Wholesale,Product 1,7,1112.2,7785.400000000001,778.54,MD,Howard County,Maryland,South,39.26733,-76.79831,
40474,SO - 0010259,2016-08-14,Rochester Group,Export,Product 28,6,6224.3,37345.8,3921.309,NY,Rockland County,New York,Northeast,41.14077,-74.10498,
40475,SO - 0001344,2016-08-14,Muxo Group,Wholesale,Product 16,5,2271.3,11356.5,1294.641,MD,Baltimore County,Maryland,South,39.4015,-76.60191,
40476,SO - 0003509,2016-08-14,Chatterpoi Corp,Distributor,Product 4,8,2479.0,19832.0,1834.46,MT,Cascade County,Montana,West,47.50024,-111.30081,
40477,SO - 0003633,2016-08-14,Accord Group,Distributor,Product 26,8,790.6,6324.8,387.394,OK,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,South,36.12795,-95.90232,
40478,SO - 0005106,2016-08-14,Eidel Corp,Export,Product 26,10,2680.0,26800.0,1795.6000000000001,IL,Cook County,Illinois,Midwest,42.04114,-87.69006,
40479,SO - 0006889,2016-08-14,Skidoo Company,Wholesale,Product 2,9,2505.8,22552.2,1077.4940000000001,OH,Butler County,Ohio,Midwest,39.34021,-84.41716,
40480,SO - 0009142,2016-08-14,Aibox Company,Wholesale,Product 4,10,5835.7,58357.0,2509.3509999999997,NM,Sandoval County/Bernalillo County,New Mexico,West,35.28507,-106.69887,
40481,SO - 0010686,2016-08-14,Valeant Corp,Wholesale,Product 1,5,4006.6,20033.0,2043.366,NJ,Monmouth County,New Jersey,Northeast,40.18205,-74.19852,
40482,SO - 0001392,2016-08-14,Army Group,Export,Product 10,9,2505.8,22552.2,1303.016,NV,Clark County,Nevada,West,36.10803,-115.245,
40483,SO - 0002221,2016-08-14,Chatterpoi Corp,Distributor,Product 11,11,1058.6000000000001,11644.600000000002,857.4660000000001,CA,Sonoma County,California,West,38.44047,-122.71443,
40484,SO - 0002580,2016-08-14,Twinte Group,Wholesale,Product 25,7,1132.3,7926.099999999999,554.827,NY,Broome County,New York,Northeast,42.12662,-76.03324,
40485,SO - 0006197,2016-08-14,Revitol Company,Export,Product 13,7,911.2,6378.400000000001,400.928,CA,Santa Clara County,California,West,37.323,-122.03218,
40486,SO - 0006722,2016-08-14,Oozz Group,Wholesale,Product 15,11,3939.6,43335.6,2718.3239999999996,CT,Fairfield County,Connecticut,Northeast,41.39482,-73.45401,
40487,SO - 0006826,2016-08-14,Rooxo Company,Export,Product 25,8,3986.5,31892.0,2152.71,VA,Loudoun County,Virginia,South,39.11566,-77.5636,
40488,SO - 0008100,2016-08-14,Neutrogena Ltd,Wholesale,Product 26,7,1715.2,12006.4,806.144,OR,Lane County,Oregon,West,44.04624,-123.02203,
40489,SO - 000710,2016-08-15,Eire Corp,Distributor,Product 4,6,3356.7000000000003,20140.2,1846.1850000000004,CA,Los Angeles County,California,West,33.97918,-118.03284,
40490,SO - 000917,2016-08-15,Fivechat Company,Export,Product 2,12,1025.1000000000001,12301.2,584.307,CA,Contra Costa County,California,West,37.77993,-121.97802,
40491,SO - 0001478,2016-08-15,Mydo Corp,Wholesale,Product 11,7,911.2,6378.400000000001,692.5120000000001,CO,Douglas County,Colorado,West,39.55388,-104.96943,
40492,SO - 0001844,2016-08-15,Bluezoom Group,Distributor,Product 19,7,871.0,6097.0,661.96,TX,Smith County,Texas,South,32.35126,-95.30106,
40493,SO - 0003285,2016-08-15,Kare Corp,Wholesale,Product 14,9,4006.6,36059.4,2444.026,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,
40494,SO - 0005558,2016-08-15,GOOD Ltd,Distributor,Product 26,10,1721.9,17219.0,774.855,CT,Hartford County,Connecticut,Northeast,41.76593,-72.68158,
40495,SO - 0005742,2016-08-15,Ascend Ltd,Wholesale,Product 25,6,1996.6000000000001,11979.6,1217.9260000000002,NJ,Hudson County,New Jersey,Northeast,40.77955,-74.02375,
40496,SO - 0005920,2016-08-15,Liberty Group,Wholesale,Product 4,11,3242.8,35670.8,2756.38,NC,Davidson County/Randolph County/Forsyth County/Guilford County,North Carolina,South,35.98998,-79.99047,
40497,SO - 0006287,2016-08-15,Zava Group,Wholesale,Product 2,7,884.4,6190.8,459.888,NY,Broome County,New York,Northeast,42.12662,-76.03324,
40498,SO - 0006893,2016-08-15,CLINIQUE Ltd,Distributor,Product 15,8,3852.5,30820.0,2311.5,NY,Nassau County,New York,Northeast,40.80336,-73.6784,
40499,SO - 0008426,2016-08-15,Pacific Ltd,Distributor,Product 14,6,1092.1000000000001,6552.6,753.5490000000001,FL,Osceola County,Florida,South,28.29196,-81.40757,
40500,SO - 000466,2016-08-15,Skippad Ltd,Wholesale,Product 2,5,3865.9,19329.5,1971.6090000000002,PA,Lehigh County/Northampton County,Pennsylvania,Northeast,40.62642,-75.3679,
40501,SO - 0001136,2016-08-15,NCS Group,Wholesale,Product 4,6,5232.7,31396.199999999997,3767.544,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,
40502,SO - 0003362,2016-08-15,Bath Group,Wholesale,Product 10,9,2318.2000000000003,20863.800000000003,1669.104,TX,Denton County/Dallas County,Texas,South,33.04655,-96.98183,
40503,SO - 0003381,2016-08-15,Voolia Ltd,Wholesale,Product 19,11,1025.1000000000001,11276.100000000002,727.821,CA,Sutter County,California,West,39.14045,-121.61691,
40504,SO - 0006000,2016-08-15,Realcube Company,Distributor,Product 3,9,730.3000000000001,6572.700000000001,438.18,GA,DeKalb County/Fulton County,Georgia,South,33.76291,-84.42267,
40505,SO - 0006945,2016-08-15,Natures Group,Distributor,Product 9,6,3993.2000000000003,23959.2,1677.144,MA,Middlesex County,Massachusetts,Northeast,42.4251,-71.06616,
40506,SO - 0008662,2016-08-15,Twitterbri Ltd,Wholesale,Product 4,9,730.3000000000001,6572.700000000001,584.2400000000001,GA,Clarke County,Georgia,South,33.95219,-83.36715,
40507,SO - 0001242,2016-08-15,Liberty Group,Wholesale,Product 11,12,844.2,10130.400000000001,388.33200000000005,CA,Tulare County,California,West,36.20773,-119.34734,
40508,SO - 0003443,2016-08-15,Dynazzy Company,Distributor,Product 26,11,6385.1,70236.1,4661.1230000000005,MD,Montgomery County,Maryland,South,38.99067,-77.02609,
40509,SO - 0003457,2016-08-15,H Ltd,Wholesale,Product 26,11,5366.7,59033.7,4239.693,MN,Hennepin County,Minnesota,Midwest,45.01052,-93.45551,
40510,SO - 0005184,2016-08-15,Vitz Company,Wholesale,Product 25,8,3845.8,30766.4,2499.77,CA,Marin County,California,West,38.10742,-122.5697,
40511,SO - 0005822,2016-08-15,Aldi Ltd,Wholesale,Product 14,9,1045.2,9406.800000000001,888.42,CA,San Bernardino County,California,West,33.9938,-117.75888,
40512,SO - 0006771,2016-08-15,Wordtune Company,Wholesale,Product 30,12,3872.6,46471.2,1549.04,MO,Jackson County,Missouri,Midwest,39.01695,-94.28161,
40513,SO - 0009197,2016-08-15,Omba Group,Wholesale,Product 19,7,891.1,6237.7,623.77,RI,Providence County,Rhode Island,Northeast,41.82399,-71.41283,
40514,SO - 0009073,2016-08-15,Mydeo Ltd,Distributor,Product 25,11,241.20000000000002,2653.2000000000003,115.77600000000001,MO,Cass County/Jackson County,Missouri,Midwest,38.9216,-94.38476,
40515,SO - 0004231,2016-08-15,Johnson Ltd,Distributor,Product 25,12,1051.9,12622.800000000001,831.0010000000001,IL,Cook County,Illinois,Midwest,41.93807,-87.8685,
40516,SO - 0010135,2016-08-15,Muxo Group,Wholesale,Product 4,10,777.2,7772.0,512.952,CA,Santa Clara County,California,West,37.35411,-121.95524,
40517,SO - 0003947,2016-08-15,Kare Corp,Export,Product 10,5,1118.9,5594.5,671.34,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,
40518,SO - 0006345,2016-08-15,Actavis Company,Export,Product 13,6,1072.0,6432.0,503.84,WA,King County,Washington,West,47.67399,-122.12151,
40519,SO - 0007091,2016-08-15,Trunyx Ltd,Distributor,Product 26,9,6438.7,57948.299999999996,3670.0589999999997,NY,Onondaga County,New York,Northeast,43.04812,-76.14742,
40520,SO - 0007377,2016-08-15,sanofi-ave Group,Wholesale,Product 25,11,1092.1000000000001,12013.100000000002,436.8400000000001,IA,Madison County/Warren County/Dallas County/Polk County,Iowa,Midwest,41.54994,-93.78135,
40521,SO - 000671,2016-08-15,Mita Corp,Distributor,Product 28,5,1775.5,8877.5,1225.0949999999998,IN,Hamilton County,Indiana,Midwest,39.96392,-85.92802,
40522,SO - 0002640,2016-08-15,Fivebridge Ltd,Distributor,Product 1,7,2358.4,16508.8,1462.208,MA,Middlesex County,Massachusetts,Northeast,42.30791,-71.4362,
40523,SO - 0002761,2016-08-15,Twimbo Company,Export,Product 25,5,971.5,4857.5,806.3449999999999,ND,Grand Forks County,North Dakota,Midwest,47.92526,-97.03285,
40524,SO - 0006768,2016-08-15,Avavee Group,Wholesale,Product 1,8,5500.7,44005.6,2420.308,CA,Los Angeles County,California,West,34.09529,-118.12701,
40525,SO - 0008362,2016-08-15,Cadila Ltd,Export,Product 24,6,2552.7000000000003,15316.2,1327.4040000000002,MS,Harrison County,Mississippi,South,30.36742,-89.09282,
40526,SO - 0002472,2016-08-16,Oba Company,Wholesale,Product 5,6,5179.1,31074.600000000002,4246.862,TX,Johnson County/Tarrant County/Ellis County,Texas,South,32.56919,-97.12053,
40527,SO - 0002926,2016-08-16,Bluezoom Group,Distributor,Product 15,12,1708.5,20502.0,1247.205,FL,Hernando County,Florida,South,28.47689,-82.52546,
40528,SO - 0003379,2016-08-16,Rooxo Company,Distributor,Product 14,7,3517.5,24622.5,2778.8250000000003,CA,Los Angeles County,California,West,34.69804,-118.13674,
40529,SO - 0006582,2016-08-16,Camido Company,Export,Product 26,12,1822.4,21868.800000000003,1093.44,IL,Lake County,Illinois,Midwest,42.28417,-87.94521,
40530,SO - 0010355,2016-08-16,Avamba Company,Distributor,Product 26,8,2304.8,18438.4,1129.352,NY,Erie County,New York,Northeast,43.02033,-78.88032,
40531,SO - 0009734,2016-08-16,Meejo Corp,Wholesale,Product 26,10,3926.2000000000003,39262.0,2591.2920000000004,GA,DeKalb County,Georgia,South,33.85844,-84.3402,
40532,SO - 0010404,2016-08-16,State Ltd,Wholesale,Product 19,12,2472.3,29667.600000000002,1236.15,IL,Kane County,Illinois,Midwest,42.11043,-88.30135,
40533,SO - 000937,2016-08-16,Oba Company,Distributor,Product 25,7,3946.3,27624.100000000002,1973.15,NY,Erie County,New York,Northeast,42.73911,-78.85713,
40534,SO - 0001858,2016-08-16,Zava Group,Distributor,Product 2,8,897.8000000000001,7182.400000000001,619.482,IL,McLean County,Illinois,Midwest,40.5142,-88.99063,
40535,SO - 0003697,2016-08-16,Mita Corp,Wholesale,Product 26,7,2532.6,17728.2,1874.124,NM,DoÃƒÂ±a Ana County,New Mexico,West,32.31232,-106.77834,
40536,SO - 0003837,2016-08-16,Chatterbri Ltd,Distributor,Product 9,5,3979.8,19899.0,2706.264,IN,Marion County,Indiana,Midwest,39.87571,-86.26625,
40537,SO - 0005724,2016-08-16,Twimbo Company,Distributor,Product 30,8,757.1,6056.8,386.12100000000004,CA,Monterey County,California,West,36.67774,-121.6555,
40538,SO - 0007233,2016-08-16,Aldi Ltd,Distributor,Product 12,8,1132.3,9058.4,724.672,DC,District of Columbia,District of Columbia,South,38.9041,-77.01723,
40539,SO - 0008811,2016-08-16,Cogidoo Company,Distributor,Product 4,9,5587.8,50290.200000000004,4637.874,CA,Sacramento County,California,West,38.67796,-121.17606,
40540,SO - 0010125,2016-08-16,Wordware Company,Wholesale,Product 26,8,1132.3,9058.4,894.517,WA,Pierce County,Washington,West,47.14121,-122.27012,
40541,SO - 0008864,2016-08-16,Fatz Group,Wholesale,Product 6,11,6184.1,68025.1,3339.414,FL,Manatee County,Florida,South,27.49893,-82.57482,
40542,SO - 0002308,2016-08-16,Twinte Group,Distributor,Product 13,6,2378.5,14271.0,1236.82,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,
40543,SO - 0002681,2016-08-16,Brightdog Corp,Distributor,Product 26,10,3852.5,38525.0,3197.575,FL,Miami-Dade County,Florida,South,25.67927,-80.31727,
40544,SO - 0002792,2016-08-16,CLINIQUE Ltd,Distributor,Product 16,8,1681.7,13453.6,992.203,TN,Sumner County,Tennessee,South,36.30477,-86.62,
40545,SO - 0004034,2016-08-16,Neutrogena Ltd,Wholesale,Product 16,9,3953.0,35577.0,2925.22,FL,Miami-Dade County,Florida,South,25.89009,-80.18671,
40546,SO - 0004416,2016-08-16,Kare Corp,Wholesale,Product 14,6,187.6,1125.6,103.18,OH,Lucas County,Ohio,Midwest,41.66394,-83.55521,
40547,SO - 0010084,2016-08-16,Vimbo Company,Distributor,Product 16,10,2539.3,25393.0,1879.082,CA,San Bernardino County,California,West,34.10834,-117.28977,
40548,SO - 0008923,2016-08-16,Skajo Ltd,Wholesale,Product 1,7,1902.8,13319.6,1427.1,FL,Alachua County,Florida,South,29.65163,-82.32483,
40549,SO - 0003310,2016-08-16,General Company,Distributor,Product 26,10,1038.5,10385.0,529.635,CA,Kern County,California,West,35.76884,-119.24705,
40550,SO - 0008976,2016-08-16,Zoonoodle Ltd,Wholesale,Product 10,6,254.6,1527.6,155.30599999999998,IN,Marion County.,Indiana,Midwest,39.778,-86.14584,
40551,SO - 0008605,2016-08-16,Kare Corp,Export,Product 23,9,6438.7,57948.299999999996,4185.155,IL,Cook County,Illinois,Midwest,41.51529,-87.73338,
40552,SO - 000953,2016-08-16,Realbridge Corp,Export,Product 25,7,1775.5,12428.5,905.505,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,
40553,SO - 0007557,2016-08-16,Skippad Ltd,Wholesale,Product 26,5,1902.8,9514.0,761.12,AZ,Maricopa County,Arizona,West,33.44838,-112.07404,
40554,SO - 0009602,2016-08-16,Talane Group,Wholesale,Product 2,8,3845.8,30766.4,2269.022,FL,Broward County,Florida,South,25.98731,-80.23227,
40555,SO - 000368,2016-08-16,Skippad Ltd,Wholesale,Product 16,10,5098.7,50987.0,3416.129,CA,Napa County,California,West,38.29714,-122.28553,
40556,SO - 000594,2016-08-16,Aldi Ltd,Export,Product 15,10,201.0,2010.0,96.47999999999999,FL,Broward County,Florida,South,26.00315,-80.22394,
40557,SO - 0002563,2016-08-16,Valeant Corp,Wholesale,Product 17,12,261.3,3135.6000000000004,201.20100000000002,NY,Rockland County,New York,Northeast,41.05369,-73.94809,
40558,SO - 0002839,2016-08-16,Wordware Company,Wholesale,Product 29,6,931.3000000000001,5587.8,474.963,MN,Hennepin County,Minnesota,Midwest,44.97997,-93.26384,
40559,SO - 0002988,2016-08-16,Aibox Company,Wholesale,Product 8,8,1782.2,14257.6,1318.828,WA,King County,Washington,West,47.47038,-122.34679,
40560,SO - 0004647,2016-08-16,Podcat Corp,Wholesale,Product 2,5,207.70000000000002,1038.5,95.54200000000002,PA,Lancaster County,Pennsylvania,Northeast,40.03788,-76.30551,
40561,SO - 0007119,2016-08-16,Tambee Company,Wholesale,Product 3,8,254.6,2036.8,142.57600000000002,MA,Middlesex County,Massachusetts,Northeast,42.41843,-71.10616,
40562,SO - 0010704,2016-08-16,Mylan Corp,Wholesale,Product 26,9,1755.4,15798.6,877.7,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,
40563,SO - 0008234,2016-08-16,Viva Ltd,Wholesale,Product 17,9,1092.1000000000001,9828.900000000001,567.892,CA,Santa Barbara County,California,West,34.95303,-120.43572,
40564,SO - 0009751,2016-08-16,Skinder Group,Distributor,Product 4,12,4013.3,48159.600000000006,2568.512,TX,Kaufman County/Dallas County,Texas,South,32.76288,-96.58877,
40565,SO - 0001064,2016-08-17,Nlounge Ltd,Distributor,Product 5,5,5293.0,26465.0,2858.2200000000003,FL,Broward County,Florida,South,25.98731,-80.23227,
40566,SO - 0002034,2016-08-17,Viva Ltd,Wholesale,Product 7,8,1065.3,8522.4,681.792,MI,Oakland County,Michigan,Midwest,42.63892,-83.29105,
40567,SO - 0002608,2016-08-17,Voolith Ltd,Export,Product 13,11,1333.3,14666.3,706.649,MI,Wayne County,Michigan,Midwest,42.36837,-83.35271,
40568,SO - 000470,2016-08-17,Flipbug Ltd,Wholesale,Product 19,11,2613.0,28743.0,1332.63,NY,Suffolk County,New York,Northeast,40.84989,-72.46349,
40569,SO - 0008650,2016-08-17,Bluezoom Group,Distributor,Product 14,8,3999.9,31999.2,3399.915,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,
40570,SO - 0008921,2016-08-17,Revitol Company,Wholesale,Product 17,6,2003.3,12019.8,1121.8480000000002,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,
40571,SO - 0006598,2016-08-17,Rochester Group,Wholesale,Product 17,11,871.0,9581.0,540.02,NY,Rockland County,New York,Northeast,41.05369,-73.94809,
40572,SO - 0010440,2016-08-17,Revitol Company,Wholesale,Product 16,9,2432.1,21888.899999999998,1240.3709999999999,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,
40573,SO - 0008150,2016-08-17,MEIJER Corp,Distributor,Product 13,10,2619.7000000000003,26197.000000000004,1938.5780000000002,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,
40574,SO - 0001593,2016-08-17,Realbuzz Ltd,Distributor,Product 4,9,3939.6,35456.4,2087.9880000000003,IN,St. Joseph County,Indiana,Midwest,41.66997,-86.27628,
40575,SO - 0002573,2016-08-17,Aromaticos Company,Distributor,Product 20,7,5306.400000000001,37144.8,4351.2480000000005,MA,Norfolk County,Massachusetts,Northeast,42.20668,-70.94585000000001,
40576,SO - 0006943,2016-08-17,Accudial Company,Wholesale,Product 18,5,2331.6,11658.0,1095.8519999999999,FL,Lee County,Florida,South,26.33981,-81.7787,
40577,SO - 0009440,2016-08-17,Oba Company,Wholesale,Product 1,11,207.70000000000002,2284.7000000000003,89.311,IL,Cook County,Illinois,Midwest,42.0299,-87.97733,
40578,SO - 0010421,2016-08-17,Skiptube Ltd,Distributor,Product 25,5,1065.3,5326.5,820.281,FL,Palm Beach County,Florida,South,26.65868,-80.24144,
